ID Mascarado;Cargo;Idade;Tempo de Empresa;Gênero;Planta Base Origem;Salário Mensal
7712;Montador de Carros I;27;4;Feminino;Planta C - São Paulo;3332
7713;Operador de Máquinas II;45;18;Feminino;Planta B - Rio de Janeiro;4795
7714;Montador de Carros I;26;7;Masculino;Planta A - Bahia;3107
7715;Operador de Máquinas I;29;2;Masculino;Planta D - Rio Grande do Sul;2081
7716;Técnico de Qualidade II;20;0;Masculino;Planta B - Rio de Janeiro;4155
7717;Montador de Carros II;55;35;Masculino;Planta D - Rio Grande do Sul;4689
7718;Montador de Carros I;34;16;Masculino;Planta E - São Paulo;3228
7719;Operador de Máquinas I;52;29;Feminino;Planta B - Rio de Janeiro;2611
7720;Montador de Carros II;35;7;Feminino;Planta E - São Paulo;3054
7721;Montador de Carros II;21;0;Feminino;Planta D - Rio Grande do Sul;4549
7722;Operador de Máquinas II;38;9;Feminino;Planta A - Bahia;3462
7723;Montador de Carros I;31;0;Feminino;Planta C - São Paulo;1868
7724;Operador de Empilhadeira;52;21;Masculino;Planta C - São Paulo;3440
7725;Montador de Carros II;41;17;Masculino;Planta E - São Paulo;3808
7726;Montador de Carros I;56;28;Feminino;Planta B - Rio de Janeiro;2493
7727;Montador de Carros II;32;14;Masculino;Planta C - São Paulo;4866
7728;Montador de Carros I;44;22;Masculino;Planta C - São Paulo;2976
7729;Operador de Máquinas I;24;6;Feminino;Planta C - São Paulo;3173
7730;Montador de Carros I;33;6;Feminino;Planta D - Rio Grande do Sul;2937
7731;Montador de Carros I;44;12;Masculino;Planta E - São Paulo;2474
7732;Operador de Máquinas II;55;28;Masculino;Planta E - São Paulo;4686
7733;Montador de Carros II;25;5;Feminino;Planta C - São Paulo;4316
7734;Operador de Máquinas I;53;20;Feminino;Planta E - São Paulo;2229
7735;Engenheiro de Produção Sênior;39;6;Feminino;Planta C - São Paulo;12653
7736;Operador de Máquinas I;25;3;Feminino;Planta E - São Paulo;3392
7737;Operador de Máquinas I;51;32;Masculino;Planta D - Rio Grande do Sul;3494
7738;Montador de Carros I;49;19;Masculino;Planta D - Rio Grande do Sul;1908
7739;Montador de Carros II;64;44;Masculino;Planta B - Rio de Janeiro;3203
7740;Montador de Carros I;50;24;Masculino;Planta C - São Paulo;3475
7741;Engenheiro de Produção Jr;25;5;Feminino;Planta D - Rio Grande do Sul;5325
7742;Engenheiro de Produção Sênior;48;27;Feminino;Planta A - Bahia;12808
7743;Montador de Carros II;63;30;Feminino;Planta C - São Paulo;3696
7744;Técnico de Robótica I;24;6;Masculino;Planta D - Rio Grande do Sul;3288
7745;Montador de Carros I;48;23;Feminino;Planta D - Rio Grande do Sul;2411
7746;Montador de Carros II;48;13;Feminino;Planta C - São Paulo;4743
7747;Montador de Carros I;22;3;Masculino;Planta C - São Paulo;2125
7748;Operador de Máquinas I;22;1;Masculino;Planta B - Rio de Janeiro;3074
7749;Operador de Máquinas II;51;18;Feminino;Planta E - São Paulo;3209
7750;Montador de Carros I;42;24;Masculino;Planta B - Rio de Janeiro;2504
7751;Montador de Carros I;36;10;Feminino;Planta C - São Paulo;3298
7752;Montador de Carros II;37;14;Masculino;Planta A - Bahia;4283
7753;Operador de Máquinas II;20;0;Feminino;Planta B - Rio de Janeiro;4073
7754;Montador de Carros II;48;27;Feminino;Planta E - São Paulo;4915
7755;Operador de Máquinas II;50;19;Masculino;Planta E - São Paulo;4156
7756;Operador de Máquinas II;49;20;Masculino;Planta B - Rio de Janeiro;3401
7757;Montador de Carros II;34;4;Masculino;Planta B - Rio de Janeiro;3036
7758;Montador de Carros I;25;2;Masculino;Planta C - São Paulo;2958
7759;Montador de Carros I;52;18;Feminino;Planta A - Bahia;2485
7760;Montador de Carros II;59;31;Masculino;Planta C - São Paulo;3805
7761;Montador de Carros I;53;21;Masculino;Planta A - Bahia;2893
7762;Operador de Máquinas II;24;4;Feminino;Planta E - São Paulo;4464
7763;Operador de Máquinas II;53;20;Masculino;Planta B - Rio de Janeiro;3399
7764;Operador de Máquinas I;58;36;Masculino;Planta B - Rio de Janeiro;2997
7765;Operador de Máquinas II;32;4;Feminino;Planta C - São Paulo;4585
7766;Montador de Carros I;31;13;Feminino;Planta B - Rio de Janeiro;3027
7767;Montador de Carros II;40;17;Masculino;Planta E - São Paulo;3660
7768;Operador de Máquinas I;23;4;Masculino;Planta E - São Paulo;3207
7769;Montador de Carros II;22;3;Masculino;Planta B - Rio de Janeiro;4448
7770;Montador de Carros II;20;1;Masculino;Planta E - São Paulo;4697
7771;Operador de Máquinas II;59;26;Feminino;Planta E - São Paulo;3667
7772;Montador de Carros I;20;0;Masculino;Planta E - São Paulo;2947
7773;Técnico de Qualidade II;20;1;Feminino;Planta B - Rio de Janeiro;4335
7774;Montador de Carros II;21;2;Feminino;Planta E - São Paulo;3860
7775;Montador de Carros I;39;15;Masculino;Planta E - São Paulo;2874
7776;Montador de Carros I;42;13;Feminino;Planta C - São Paulo;2593
7777;Montador de Carros I;54;22;Feminino;Planta D - Rio Grande do Sul;2092
7778;Operador de Máquinas II;42;22;Feminino;Planta B - Rio de Janeiro;4881
7779;Montador de Carros II;18;0;Masculino;Planta E - São Paulo;4897
7780;Montador de Carros I;40;11;Feminino;Planta B - Rio de Janeiro;2061
7781;Operador de Máquinas I;53;20;Feminino;Planta E - São Paulo;3298
7782;Montador de Carros I;53;24;Masculino;Planta D - Rio Grande do Sul;3173
7783;Montador de Carros I;31;6;Feminino;Planta C - São Paulo;1958
7784;Montador de Carros I;55;25;Feminino;Planta C - São Paulo;2237
7785;Montador de Carros I;45;13;Masculino;Planta C - São Paulo;2365
7786;Montador de Carros I;19;0;Feminino;Planta C - São Paulo;2827
7787;Operador de Máquinas I;36;16;Masculino;Planta B - Rio de Janeiro;3408
7788;Montador de Carros II;20;2;Masculino;Planta C - São Paulo;4695
7789;Técnico de Robótica Especialista;46;27;Masculino;Planta B - Rio de Janeiro;1878
7790;Montador de Carros II;48;18;Masculino;Planta A - Bahia;4127
7791;Técnico de Robótica I;24;6;Masculino;Planta D - Rio Grande do Sul;2181
7792;Engenheiro de Produção Jr;22;2;Masculino;Planta B - Rio de Janeiro;4513
7793;Operador de Máquinas II;20;1;Masculino;Planta A - Bahia;3489
7794;Operador de Máquinas II;39;21;Feminino;Planta D - Rio Grande do Sul;4819
7795;Técnico de Qualidade II;43;22;Masculino;Planta C - São Paulo;3740
7796;Montador de Carros I;38;7;Masculino;Planta D - Rio Grande do Sul;2023
7797;Montador de Carros II;22;3;Masculino;Planta D - Rio Grande do Sul;4057
7798;Engenheiro de Produção Jr;26;0;Masculino;Planta C - São Paulo;4780
7799;Montador de Carros II;27;4;Feminino;Planta C - São Paulo;3782
7800;Operador de Máquinas I;60;30;Masculino;Planta B - Rio de Janeiro;3205
7801;Montador de Carros II;36;16;Feminino;Planta C - São Paulo;4368
7802;Montador de Carros II;51;31;Feminino;Planta E - São Paulo;4518
7803;Técnico de Qualidade II;44;12;Feminino;Planta E - São Paulo;4319
7804;Operador de Máquinas II;53;18;Feminino;Planta C - São Paulo;3170
7805;Operador de Máquinas I;62;41;Feminino;Planta C - São Paulo;2057
7806;Técnico de Manutenção Industrial II;20;0;Feminino;Planta B - Rio de Janeiro;4857
7807;Operador de Máquinas II;36;13;Feminino;Planta B - Rio de Janeiro;4346
7808;Técnico de Qualidade II;55;27;Masculino;Planta A - Bahia;4935
7809;Montador de Carros II;40;13;Feminino;Planta A - Bahia;3160
7810;Operador de Máquinas I;55;34;Feminino;Planta E - São Paulo;3346
7811;Operador de Máquinas II;19;1;Feminino;Planta A - Bahia;3732
7812;Montador de Carros II;23;0;Feminino;Planta E - São Paulo;4321
7813;Montador de Carros II;22;1;Masculino;Planta C - São Paulo;3966
7814;Técnico de Robótica I;24;6;Feminino;Planta B - Rio de Janeiro;2527
7815;Técnico de Robótica I;24;6;Feminino;Planta E - São Paulo;2232
7816;Operador de Máquinas I;30;2;Feminino;Planta B - Rio de Janeiro;2312
7817;Montador de Carros I;45;21;Masculino;Planta B - Rio de Janeiro;2909
7818;Montador de Carros II;25;3;Masculino;Planta C - São Paulo;3869
7819;Operador de Máquinas II;40;8;Masculino;Planta C - São Paulo;4561
7820;Montador de Carros I;27;6;Masculino;Planta C - São Paulo;2715
7821;Operador de Máquinas II;39;18;Feminino;Planta C - São Paulo;4494
7822;Operador de Máquinas I;59;36;Masculino;Planta B - Rio de Janeiro;3410
7823;Montador de Carros I;46;24;Feminino;Planta C - São Paulo;3207
7824;Montador de Carros I;49;29;Masculino;Planta C - São Paulo;1846
7825;Operador de Máquinas I;55;32;Masculino;Planta A - Bahia;3044
7826;Operador de Máquinas II;47;22;Masculino;Planta A - Bahia;4925
7827;Montador de Carros II;61;38;Masculino;Planta C - São Paulo;3267
7828;Montador de Carros II;42;19;Masculino;Planta E - São Paulo;3145
7829;Montador de Carros I;54;20;Masculino;Planta A - Bahia;3421
7830;Técnico de Manutenção Industrial II;27;3;Feminino;Planta E - São Paulo;4235
7831;Operador de Máquinas I;51;26;Feminino;Planta C - São Paulo;2331
7832;Montador de Carros I;36;6;Feminino;Planta C - São Paulo;1961
7833;Montador de Carros II;31;2;Masculino;Planta E - São Paulo;3188
7834;Montador de Carros II;30;4;Masculino;Planta D - Rio Grande do Sul;3215
7835;Montador de Carros I;54;28;Masculino;Planta A - Bahia;2028
7836;Montador de Carros I;45;17;Masculino;Planta D - Rio Grande do Sul;1823
7837;Montador de Carros I;48;15;Feminino;Planta C - São Paulo;2191
7838;Montador de Carros II;20;0;Feminino;Planta C - São Paulo;4891
7839;Técnico de Qualidade I;55;22;Masculino;Planta B - Rio de Janeiro;3099
7840;Operador de Máquinas I;45;20;Masculino;Planta C - São Paulo;2875
7841;Montador de Carros II;47;13;Feminino;Planta B - Rio de Janeiro;4973
7842;Montador de Carros I;60;26;Feminino;Planta E - São Paulo;2420
7843;Montador de Carros II;59;39;Masculino;Planta B - Rio de Janeiro;3779
7844;Montador de Carros II;21;1;Feminino;Planta D - Rio Grande do Sul;3215
7845;Montador de Carros I;55;23;Feminino;Planta B - Rio de Janeiro;3346
7846;Montador de Carros II;32;10;Feminino;Planta E - São Paulo;3544
7847;Operador de Máquinas I;23;2;Feminino;Planta E - São Paulo;2030
7848;Operador de Máquinas I;38;13;Feminino;Planta C - São Paulo;3413
7849;Montador de Carros II;39;10;Feminino;Planta C - São Paulo;4581
7850;Montador de Carros I;32;10;Feminino;Planta A - Bahia;3294
7851;Engenheiro de Produção Jr;23;1;Feminino;Planta C - São Paulo;4770
7852;Técnico de Manutenção Industrial II;38;15;Masculino;Planta E - São Paulo;3588
7853;Operador de Máquinas I;22;0;Feminino;Planta C - São Paulo;2912
7854;Engenheiro de Produção Jr;25;0;Feminino;Planta B - Rio de Janeiro;5239
7855;Montador de Carros II;60;25;Feminino;Planta B - Rio de Janeiro;3677
7856;Montador de Carros II;64;45;Masculino;Planta C - São Paulo;4928
7857;Montador de Carros II;63;38;Feminino;Planta D - Rio Grande do Sul;4700
7858;Montador de Carros I;41;12;Feminino;Planta A - Bahia;2368
7859;Operador de Máquinas I;43;8;Feminino;Planta C - São Paulo;3088
7860;Montador de Carros I;49;22;Masculino;Planta E - São Paulo;3145
7861;Operador de Máquinas II;59;33;Masculino;Planta B - Rio de Janeiro;3868
7862;Operador de Máquinas II;31;0;Masculino;Planta E - São Paulo;3284
7863;Montador de Carros II;52;22;Masculino;Planta E - São Paulo;3531
7864;Montador de Carros I;61;34;Feminino;Planta B - Rio de Janeiro;2214
7865;Operador de Máquinas II;61;40;Feminino;Planta E - São Paulo;4929
7866;Montador de Carros II;19;1;Feminino;Planta D - Rio Grande do Sul;3267
7867;Montador de Carros I;56;27;Feminino;Planta C - São Paulo;2852
7868;Montador de Carros II;60;27;Masculino;Planta E - São Paulo;4613
7869;Montador de Carros I;44;14;Feminino;Planta C - São Paulo;3036
7870;Montador de Carros II;33;4;Feminino;Planta C - São Paulo;4649
7871;Montador de Carros I;54;29;Masculino;Planta D - Rio Grande do Sul;3141
7872;Operador de Máquinas II;46;16;Masculino;Planta D - Rio Grande do Sul;4164
7873;Operador de Máquinas I;41;6;Feminino;Planta C - São Paulo;2805
7874;Montador de Carros II;44;11;Masculino;Planta B - Rio de Janeiro;3955
7875;Técnico de Qualidade II;29;9;Feminino;Planta D - Rio Grande do Sul;3651
7876;Operador de Máquinas II;46;12;Masculino;Planta A - Bahia;4969
7877;Montador de Carros I;42;12;Feminino;Planta B - Rio de Janeiro;2673
7878;Operador de Máquinas I;53;34;Feminino;Planta B - Rio de Janeiro;2256
7879;Montador de Carros II;41;19;Masculino;Planta D - Rio Grande do Sul;3855
7880;Montador de Carros II;22;2;Feminino;Planta B - Rio de Janeiro;3956
7881;Operador de Empilhadeira;50;21;Masculino;Planta E - São Paulo;3076
7882;Montador de Carros I;36;4;Feminino;Planta C - São Paulo;2749
7883;Operador de Máquinas I;53;22;Feminino;Planta D - Rio Grande do Sul;3415
7884;Operador de Máquinas II;57;27;Feminino;Planta C - São Paulo;3668
7885;Montador de Carros I;35;17;Masculino;Planta C - São Paulo;2004
7886;Operador de Máquinas I;25;3;Masculino;Planta E - São Paulo;2815
7887;Montador de Carros I;32;10;Masculino;Planta E - São Paulo;2020
7888;Montador de Carros I;61;31;Masculino;Planta D - Rio Grande do Sul;2180
7889;Operador de Máquinas I;38;5;Masculino;Planta B - Rio de Janeiro;1858
7890;Operador de Máquinas I;50;18;Feminino;Planta D - Rio Grande do Sul;1814
7891;Montador de Carros I;29;8;Masculino;Planta A - Bahia;3363
7892;Técnico de Qualidade II;34;5;Feminino;Planta B - Rio de Janeiro;3078
7893;Técnico de Manutenção Industrial II;38;12;Feminino;Planta A - Bahia;3467
7894;Técnico de Manutenção Industrial II;34;24;Feminino;Planta C - São Paulo;3584
7895;Montador de Carros II;39;15;Feminino;Planta B - Rio de Janeiro;3636
7896;Montador de Carros I;20;2;Feminino;Planta D - Rio Grande do Sul;2632
7897;Montador de Carros II;18;0;Masculino;Planta A - Bahia;4860
7898;Montador de Carros I;23;4;Feminino;Planta E - São Paulo;3400
7899;Operador de Máquinas I;27;5;Feminino;Planta C - São Paulo;2364
7900;Operador de Máquinas II;39;9;Masculino;Planta C - São Paulo;3187
7901;Operador de Máquinas II;46;12;Masculino;Planta D - Rio Grande do Sul;4595
7902;Montador de Carros II;48;24;Masculino;Planta C - São Paulo;3873
7903;Montador de Carros I;24;4;Feminino;Planta A - Bahia;3306
7904;Montador de Carros I;25;3;Masculino;Planta B - Rio de Janeiro;2786
7905;Montador de Carros II;19;0;Feminino;Planta C - São Paulo;3084
7906;Operador de Máquinas II;53;26;Masculino;Planta E - São Paulo;3924
7907;Montador de Carros II;25;6;Masculino;Planta D - Rio Grande do Sul;4136
7908;Montador de Carros I;43;16;Feminino;Planta C - São Paulo;2747
7909;Engenheiro de Produção Jr;25;4;Masculino;Planta B - Rio de Janeiro;4543
7910;Operador de Máquinas I;18;0;Masculino;Planta A - Bahia;1975
7911;Operador de Máquinas II;28;3;Feminino;Planta A - Bahia;3167
7912;Operador de Máquinas II;25;0;Masculino;Planta B - Rio de Janeiro;3886
7913;Técnico de Qualidade I;38;9;Masculino;Planta A - Bahia;2117
7914;Operador de Máquinas II;29;0;Feminino;Planta D - Rio Grande do Sul;3923
7915;Operador de Máquinas I;52;32;Feminino;Planta C - São Paulo;2796
7916;Engenheiro de Produção Sênior;33;24;Feminino;Planta E - São Paulo;12028
7917;Operador de Máquinas I;49;29;Feminino;Planta C - São Paulo;2602
7918;Montador de Carros II;48;24;Feminino;Planta C - São Paulo;4262
7919;Montador de Carros II;29;3;Masculino;Planta C - São Paulo;3545
7920;Operador de Empilhadeira;21;2;Feminino;Planta D - Rio Grande do Sul;1809
7921;Montador de Carros II;26;3;Feminino;Planta B - Rio de Janeiro;3404
7922;Operador de Máquinas II;19;1;Masculino;Planta C - São Paulo;3333
7923;Operador de Máquinas II;23;5;Masculino;Planta C - São Paulo;4505
7924;Montador de Carros II;29;5;Feminino;Planta C - São Paulo;4393
7925;Montador de Carros II;18;0;Feminino;Planta B - Rio de Janeiro;3746
7926;Montador de Carros I;31;0;Masculino;Planta C - São Paulo;2016
7927;Técnico de Robótica Especialista;62;37;Feminino;Planta E - São Paulo;3233
7928;Montador de Carros I;23;5;Feminino;Planta C - São Paulo;2533
7929;Técnico de Manutenção Industrial II;24;0;Feminino;Planta B - Rio de Janeiro;4542
7930;Operador de Máquinas I;50;25;Feminino;Planta B - Rio de Janeiro;3114
7931;Montador de Carros I;53;25;Masculino;Planta C - São Paulo;1900
7932;Montador de Carros II;33;11;Masculino;Planta E - São Paulo;4783
7933;Montador de Carros II;19;1;Masculino;Planta B - Rio de Janeiro;4438
7934;Montador de Carros II;23;3;Feminino;Planta B - Rio de Janeiro;4763
7935;Operador de Máquinas I;44;19;Masculino;Planta D - Rio Grande do Sul;3278
7936;Engenheiro de Produção Jr;28;5;Masculino;Planta D - Rio Grande do Sul;5166
7937;Operador de Máquinas II;61;40;Masculino;Planta E - São Paulo;3278
7938;Montador de Carros II;58;23;Masculino;Planta C - São Paulo;3386
7939;Montador de Carros II;41;14;Feminino;Planta E - São Paulo;4321
7940;Montador de Carros II;64;44;Feminino;Planta C - São Paulo;4629
7941;Operador de Máquinas I;21;0;Feminino;Planta E - São Paulo;2724
7942;Montador de Carros I;33;5;Masculino;Planta B - Rio de Janeiro;2166
7943;Montador de Carros I;28;7;Masculino;Planta B - Rio de Janeiro;2836
7944;Montador de Carros I;43;22;Feminino;Planta B - Rio de Janeiro;2731
7945;Operador de Máquinas I;59;27;Feminino;Planta E - São Paulo;2921
7946;Montador de Carros II;61;36;Masculino;Planta E - São Paulo;3348
7947;Montador de Carros II;50;24;Masculino;Planta B - Rio de Janeiro;3390
7948;Montador de Carros I;37;6;Feminino;Planta B - Rio de Janeiro;3036
7949;Engenheiro de Produção Sênior;36;16;Feminino;Planta A - Bahia;12037
7950;Montador de Carros II;39;16;Feminino;Planta A - Bahia;4590
7951;Montador de Carros II;62;37;Feminino;Planta C - São Paulo;4701
7952;Montador de Carros II;32;6;Masculino;Planta D - Rio Grande do Sul;4965
7953;Montador de Carros I;33;9;Masculino;Planta E - São Paulo;2168
7954;Operador de Empilhadeira;21;2;Feminino;Planta E - São Paulo;2038
7955;Montador de Carros II;49;24;Masculino;Planta E - São Paulo;3093
7956;Montador de Carros II;29;3;Masculino;Planta E - São Paulo;4566
7957;Montador de Carros I;19;0;Feminino;Planta B - Rio de Janeiro;3442
7958;Operador de Máquinas II;63;29;Feminino;Planta A - Bahia;3284
7959;Operador de Máquinas I;28;8;Masculino;Planta E - São Paulo;2066
7960;Montador de Carros I;62;40;Masculino;Planta A - Bahia;2641
7961;Montador de Carros I;32;5;Masculino;Planta C - São Paulo;2832
7962;Montador de Carros II;48;21;Masculino;Planta B - Rio de Janeiro;3405
7963;Montador de Carros I;45;15;Masculino;Planta C - São Paulo;2737
7964;Técnico de Qualidade I;50;32;Masculino;Planta C - São Paulo;3172
7965;Operador de Máquinas I;35;2;Feminino;Planta C - São Paulo;1837
7966;Montador de Carros II;60;33;Masculino;Planta B - Rio de Janeiro;4865
7967;Montador de Carros II;21;2;Masculino;Planta C - São Paulo;4718
7968;Montador de Carros II;53;31;Feminino;Planta E - São Paulo;4144
7969;Técnico de Qualidade II;39;11;Feminino;Planta C - São Paulo;3556
7970;Montador de Carros II;46;23;Feminino;Planta B - Rio de Janeiro;4540
7971;Operador de Máquinas II;37;15;Masculino;Planta C - São Paulo;4087
7972;Montador de Carros II;18;0;Feminino;Planta C - São Paulo;4385
7973;Técnico de Manutenção Industrial II;21;1;Masculino;Planta E - São Paulo;3350
7974;Operador de Máquinas II;44;21;Feminino;Planta C - São Paulo;4805
7975;Montador de Carros I;55;36;Feminino;Planta B - Rio de Janeiro;2079
7976;Operador de Máquinas I;31;1;Masculino;Planta C - São Paulo;3057
7977;Montador de Carros I;19;1;Feminino;Planta E - São Paulo;2762
7978;Montador de Carros I;27;0;Masculino;Planta A - Bahia;2638
7979;Técnico de Qualidade I;53;19;Masculino;Planta C - São Paulo;2325
7980;Montador de Carros I;29;3;Masculino;Planta C - São Paulo;3092
7981;Montador de Carros I;58;29;Feminino;Planta E - São Paulo;3119
7982;Montador de Carros II;36;13;Feminino;Planta B - Rio de Janeiro;3809
7983;Montador de Carros II;18;0;Feminino;Planta E - São Paulo;4274
7984;Operador de Máquinas II;53;31;Masculino;Planta B - Rio de Janeiro;4437
7985;Montador de Carros I;50;21;Feminino;Planta A - Bahia;3067
7986;Montador de Carros II;36;8;Feminino;Planta E - São Paulo;4877
7987;Técnico de Qualidade I;27;4;Masculino;Planta C - São Paulo;2236
7988;Montador de Carros I;62;43;Masculino;Planta D - Rio Grande do Sul;3067
7989;Montador de Carros II;55;27;Masculino;Planta E - São Paulo;4633
7990;Montador de Carros I;45;18;Feminino;Planta E - São Paulo;2410
7991;Montador de Carros II;57;27;Masculino;Planta E - São Paulo;3668
7992;Operador de Máquinas I;48;12;Masculino;Planta E - São Paulo;3358
7993;Montador de Carros II;61;31;Feminino;Planta D - Rio Grande do Sul;3097
7994;Montador de Carros II;37;14;Masculino;Planta E - São Paulo;4335
7995;Montador de Carros I;24;6;Feminino;Planta A - Bahia;3425
7996;Operador de Máquinas II;64;40;Masculino;Planta E - São Paulo;4160
7997;Montador de Carros II;31;6;Feminino;Planta E - São Paulo;3925
7998;Montador de Carros II;43;12;Feminino;Planta B - Rio de Janeiro;4205
7999;Operador de Máquinas II;24;5;Feminino;Planta E - São Paulo;4240
8000;Operador de Máquinas I;20;2;Masculino;Planta B - Rio de Janeiro;2316
8001;Técnico de Qualidade I;57;22;Feminino;Planta D - Rio Grande do Sul;2326
8002;Técnico de Robótica Especialista;38;6;Feminino;Planta E - São Paulo;2636
8003;Operador de Máquinas II;26;3;Masculino;Planta E - São Paulo;4377
8004;Operador de Máquinas II;43;24;Feminino;Planta B - Rio de Janeiro;3742
8005;Técnico de Robótica I;24;6;Masculino;Planta A - Bahia;3164
8006;Operador de Máquinas II;56;28;Masculino;Planta B - Rio de Janeiro;4991
8007;Montador de Carros II;22;2;Feminino;Planta B - Rio de Janeiro;3106
8008;Montador de Carros II;64;44;Feminino;Planta E - São Paulo;3644
8009;Operador de Máquinas I;60;31;Feminino;Planta E - São Paulo;2175
8010;Operador de Máquinas II;64;36;Masculino;Planta E - São Paulo;3242
8011;Operador de Máquinas I;40;18;Masculino;Planta A - Bahia;3305
8012;Montador de Carros II;42;10;Feminino;Planta A - Bahia;3095
8013;Operador de Máquinas II;42;22;Masculino;Planta E - São Paulo;4008
8014;Montador de Carros I;58;32;Masculino;Planta C - São Paulo;2989
8015;Montador de Carros I;40;11;Feminino;Planta B - Rio de Janeiro;3388
8016;Montador de Carros II;25;1;Masculino;Planta C - São Paulo;3294
8017;Operador de Máquinas II;63;45;Feminino;Planta A - Bahia;3506
8018;Montador de Carros II;27;0;Feminino;Planta D - Rio Grande do Sul;4569
8019;Montador de Carros I;37;18;Masculino;Planta C - São Paulo;2167
8020;Montador de Carros II;50;28;Feminino;Planta A - Bahia;4175
8021;Técnico de Robótica Especialista;37;15;Masculino;Planta C - São Paulo;2369
8022;Montador de Carros I;33;12;Masculino;Planta C - São Paulo;2992
8023;Operador de Empilhadeira;59;39;Feminino;Planta A - Bahia;2964
8024;Técnico de Qualidade II;62;37;Feminino;Planta D - Rio Grande do Sul;4416
8025;Montador de Carros II;34;4;Masculino;Planta B - Rio de Janeiro;4642
8026;Montador de Carros I;35;13;Feminino;Planta A - Bahia;2499
8027;Montador de Carros I;54;20;Feminino;Planta E - São Paulo;3257
8028;Montador de Carros II;24;2;Masculino;Planta E - São Paulo;3499
8029;Operador de Máquinas I;47;20;Masculino;Planta C - São Paulo;2464
8030;Operador de Máquinas I;30;0;Feminino;Planta E - São Paulo;2118
8031;Montador de Carros II;39;8;Masculino;Planta B - Rio de Janeiro;3114
8032;Montador de Carros I;36;1;Feminino;Planta E - São Paulo;3097
8033;Montador de Carros I;23;0;Masculino;Planta B - Rio de Janeiro;2570
8034;Operador de Máquinas I;34;13;Feminino;Planta B - Rio de Janeiro;3088
8035;Montador de Carros II;23;4;Feminino;Planta C - São Paulo;3904
8036;Montador de Carros I;29;4;Masculino;Planta C - São Paulo;3134
8037;Técnico de Qualidade II;30;2;Feminino;Planta B - Rio de Janeiro;3630
8038;Operador de Máquinas I;21;1;Masculino;Planta A - Bahia;2030
8039;Operador de Máquinas II;20;2;Masculino;Planta C - São Paulo;4982
8040;Montador de Carros II;42;21;Masculino;Planta B - Rio de Janeiro;4692
8041;Montador de Carros II;26;4;Masculino;Planta E - São Paulo;3075
8042;Técnico de Robótica Especialista;25;1;Masculino;Planta B - Rio de Janeiro;1953
8043;Técnico de Robótica I;24;6;Feminino;Planta E - São Paulo;1890
8044;Montador de Carros II;24;5;Masculino;Planta C - São Paulo;4527
8045;Técnico de Qualidade II;49;27;Feminino;Planta C - São Paulo;4419
8046;Montador de Carros I;29;4;Masculino;Planta A - Bahia;2027
8047;Montador de Carros II;58;23;Feminino;Planta A - Bahia;3160
8048;Técnico de Qualidade I;38;6;Masculino;Planta B - Rio de Janeiro;3076
8049;Técnico de Robótica Especialista;29;5;Feminino;Planta C - São Paulo;2494
8050;Montador de Carros I;48;30;Masculino;Planta B - Rio de Janeiro;3221
8051;Operador de Máquinas I;24;0;Feminino;Planta D - Rio Grande do Sul;2367
8052;Montador de Carros I;54;31;Feminino;Planta E - São Paulo;1994
8053;Montador de Carros I;44;19;Feminino;Planta B - Rio de Janeiro;1866
8054;Montador de Carros II;37;12;Feminino;Planta E - São Paulo;3976
8055;Montador de Carros II;47;18;Feminino;Planta D - Rio Grande do Sul;3318
8056;Montador de Carros I;35;11;Feminino;Planta A - Bahia;3197
8057;Montador de Carros II;52;18;Masculino;Planta B - Rio de Janeiro;4323
8058;Operador de Empilhadeira;29;4;Masculino;Planta C - São Paulo;3285
8059;Montador de Carros I;23;4;Feminino;Planta B - Rio de Janeiro;1823
8060;Montador de Carros II;31;12;Feminino;Planta A - Bahia;4259
8061;Operador de Máquinas I;33;4;Masculino;Planta E - São Paulo;3390
8062;Montador de Carros II;19;1;Feminino;Planta C - São Paulo;3035
8063;Montador de Carros II;52;19;Masculino;Planta C - São Paulo;4233
8064;Montador de Carros II;63;31;Feminino;Planta B - Rio de Janeiro;3747
8065;Montador de Carros I;28;3;Feminino;Planta D - Rio Grande do Sul;3377
8066;Montador de Carros II;44;14;Masculino;Planta B - Rio de Janeiro;3713
8067;Montador de Carros II;24;5;Feminino;Planta B - Rio de Janeiro;3320
8068;Montador de Carros II;37;19;Feminino;Planta D - Rio Grande do Sul;3902
8069;Operador de Máquinas II;51;23;Feminino;Planta A - Bahia;4171
8070;Técnico de Manutenção Industrial II;39;6;Masculino;Planta C - São Paulo;3040
8071;Engenheiro de Produção Jr;25;2;Feminino;Planta E - São Paulo;4873
8072;Montador de Carros II;60;34;Feminino;Planta D - Rio Grande do Sul;3010
8073;Montador de Carros II;63;39;Masculino;Planta A - Bahia;3969
8074;Montador de Carros I;59;38;Masculino;Planta C - São Paulo;3169
8075;Montador de Carros I;38;10;Masculino;Planta B - Rio de Janeiro;2123
8076;Operador de Máquinas II;39;14;Feminino;Planta B - Rio de Janeiro;3365
8077;Montador de Carros I;44;15;Masculino;Planta C - São Paulo;2623
8078;Montador de Carros II;43;19;Feminino;Planta C - São Paulo;4892
8079;Operador de Máquinas II;57;31;Feminino;Planta C - São Paulo;4214
8080;Montador de Carros II;62;37;Feminino;Planta A - Bahia;4092
8081;Operador de Máquinas I;33;9;Masculino;Planta C - São Paulo;2353
8082;Operador de Máquinas II;43;17;Masculino;Planta A - Bahia;4789
